id,type,text1,text2,text3,text4,notes,,,
fed_cheyenne,SHIP,"The Cheyenne-class is an aging fast cruiser designed for rapid-response missions within Federation space. Developed as a replacement for the unreliable Niagara-class and a spiritual successor to the Constellation-class, the Cheyenne emphasizes speed, flexibility, and reliability over raw combat power. While no longer considered cutting-edge, the class continues to serve in secondary and support roles well into the late 24th and early 25th centuries.

As a generalist platform, the Cheyenne is capable of light exploration, reconnaissance, patrol, and charting duties. It carries a modest number of science labs and features strong medium-range sensor coverage, making it effective at border monitoring and advance survey work rather than deep-space scientific research. In the modern era, these ships are rarely assigned independent exploration missions and instead operate ahead of or alongside larger fleet elements.

Diplomacy is a notable secondary role for the class. Cheyenne-class ships are large enough to host multi-party negotiations and long-term talks, including accession discussions for prospective Federation member worlds. While lacking the luxury of newer diplomatic cruisers, they can remain on station for extended periods with minimal resupply, making them useful as diplomatic couriers or negotiation platforms in stable regions.

The class is one of the few Starfleet designs to feature four warp nacelles, a decision intended to improve high-speed performance by alternating or combining nacelle pairs. In practice, this concept proved less effective than anticipated, and the design was quickly eclipsed by more efficient propulsion systems introduced on later cruisers. Power limitations remain one of the class’s defining weaknesses, shaping how the ship is employed operationally.

Living conditions aboard the Cheyenne are generally comfortable by Starfleet standards. Officers often enjoy individual quarters, and the ship includes ample recreational and medical facilities, reflecting its intended role as a humanitarian and rapid-response vessel. Despite this, postings aboard Cheyenne-class ships are often viewed as transitional, with high crew turnover and relatively short command tenures.

TACTICAL:The Cheyenne-class is capable of handling low-intensity combat operations, including anti-piracy actions, border skirmishes, and escort duties. Its phaser coverage is comprehensive, and its torpedo armament allows it to engage light warships effectively. However, limited power generation restricts sustained combat performance, and the class is poorly suited to prolonged fleet engagements. In major actions, Cheyenne-class ships are typically assigned support roles such as evacuation, recovery, and rear-area defense rather than direct combat.
While never produced in large numbers and increasingly pushed to fringe assignments, the Cheyenne-class remains a dependable if unremarkable Starfleet vessel. It is best described as a capable stopgap—reliable, versatile, and serviceable—but ultimately overshadowed by more modern cruiser designs.",,,,,,,
,,,,,,,,,
#Hull id - CRUISERS,#type,#text1,,,,,,,
fed_constellation,SHIP,"Counted as one of the rare four-nacelled ships designed by Starfleet, the Constellation class served with unsung distinction for nearly a century. Fielded in the 2280s as a modern counterpart to the Constitution class, its origins trace back to a 2272 brief calling for a vessel capable of long-duration exploration, diplomacy, and combat across the Federation’s expanding borders. The design was a radical departure from the era’s norms; while contemporary heavy cruisers relied on dual-hull configurations to manage large-scale Structural Integrity Fields (SIFs), advancements in SIF technology allowed the Constellation to be fielded within a single, more efficient hull. This consolidated space for equipment and experimental systems, most notably the unique quad-nacelle arrangement intended to grant a 15% boost in fuel efficiency and superior maneuverability across the warp flight envelope.

Despite its ambitious goals, the class’s early years were plagued by a fundamental power mismatch. The ambitious quad-nacelle design required far more energy than the initial warp cores could safely provide, leading to catastrophic system failures and forced core ejections. Rather than scrap the fleet, Starfleet implemented a ""stopgap"" measure: software limiters that throttled the engines. This compromise solved the safety issues but left the ships chronically underpowered for decades, forcing the 50 commissioned vessels to ""soldier on"" as generalist platforms. They eventually achieved redemption through a series of upgrades between 2300 and 2310, and a final comprehensive refit in the 2370s that finally provided the power the spaceframe had always craved. This longevity allowed for legendary moments like the USS Stargazer’s execution of the first ""Picard Maneuver"" under the command of a young Jean-Luc Picard.

TACTICAL: Historically, the Constellation was designed to outmatch any projected Romulan or Klingon threat, featuring a robust armament of eight dual-mounted phaser banks and four torpedo launchers. However, during its early service, these teeth were often blunted by the aforementioned power limiters, which forced captains to carefully balance shield output with weapon fire. In the modern era, the class has transitioned into a reliable low-intensity combatant. While it no longer stands on the frontlines of major galactic conflicts, its reliable sensor arrays and revised power grid make it an exceptional platform for border security and ""policing"" actions. It excels at neutralizing pirates and raiders, where its maneuverability and wide firing arcs allow it to dominate smaller, less sophisticated vessels that might underestimate the aging cruiser.",,,,,,,
fed_excelsior,SHIP,"The Excelsior-class heavy cruiser was one of the most important and enduring starship designs in Starfleet history. Originally introduced in the late 23rd century as “the Great Experiment,” the class went on to become the backbone of the Federation fleet for over a hundred years. Though long retired by the end of the 24th century, the Excelsior’s influence shaped nearly every major Starfleet cruiser design that followed.

At its peak, the Excelsior-class served as Starfleet’s primary explorer, diplomatic vessel, and ship-of-the-line. It was capable of long-duration missions, independent operations, and large-scale fleet actions. While its scientific facilities eventually lagged behind newer designs, the class compensated with sheer internal volume, allowing mission-specific laboratories, sensors, and cargo to be embarked as needed. In its later years, Excelsiors were commonly assigned follow-up surveys, transport missions, and patrol duties rather than frontier exploration.

Diplomacy was a major role throughout the class’s service life. Excelsior-class ships frequently transported ambassadors, admirals, and Federation officials, serving as flagships for senior officers well into the 2370s. Though less luxurious than later diplomatic cruisers, they were economical, recognizable, and symbolically powerful vessels for lower-tier negotiations and official visits.

The design itself refined the Constitution-class layout into a sleeker, faster, and more imposing form. Its long nacelles and extended secondary hull conveyed speed and authority, establishing a visual language that would later influence the Ambassador, Galaxy, and Sovereign classes. Despite being an older hull design, incremental upgrades kept many Excelsiors relevant through multiple generations of Starfleet technology.

TACTICAL: The Excelsior-class was never intended as a pure warship, but it proved to be a capable combat vessel when required. It mounted extensive phaser coverage and a heavy torpedo payload, supported by strong shielding for its era. In fleet actions, Excelsiors often served as line cruisers, escorts, or command platforms. By the Dominion War, many had received weapons and shield upgrades, allowing them to remain viable—though losses were heavy when facing more modern enemy designs.

Shipboard life aboard an Excelsior reflected its age. Interiors were more cramped than contemporary cruisers, and enlisted crew often lived in shared accommodations. Over time, automation reduced crew requirements and allowed limited comfort upgrades, including holodecks and improved medical facilities. These ships were frequently used for humanitarian missions, disaster relief, and transport operations rather than sustained combat deployments.

By the late 24th century, the Excelsior-class was no longer prestigious, but it remained deeply respected. Crews and captains often formed strong emotional attachments to their ships, and many officers spent large portions of their careers aboard them. With the introduction of newer cruiser designs and the Excelsior II program, the original Excelsior-class was finally retired—closing the chapter on one of Starfleet’s most iconic and influential vessels.",,,,,,,
fed_intrepid,SHIP,"The Intrepid-class is a fast, highly capable science vessel designed for long-duration independent exploration. Developed as a smaller, more efficient counterpart to the Galaxy-class, the Intrepid represented Starfleet’s attempt to concentrate advanced exploration capabilities into a compact platform with a much smaller crew. Its performance during the USS Voyager’s seven-year journey in the Delta Quadrant firmly established the class as one of Starfleet’s most successful exploration designs.

Intrepid-class ships are well suited for deep-space scientific missions, first contact operations, and extended surveys without regular Starfleet support. While smaller than true explorers, they are capable of conducting a wide range of scientific work, from planetary analysis to advanced astrometrics and anomaly research. Their laboratories are fewer in number than those aboard larger ships, but highly flexible and well-equipped, allowing them to adapt quickly to mission requirements.

The class was among the most technologically advanced of its era. It introduced several experimental systems that later became standard across Starfleet, including advanced warp propulsion, bio-neural computer systems, and emergency holographic medical support. These innovations allowed the Intrepid to operate efficiently with a smaller crew, though they also increased maintenance complexity and limited the scope of later structural refits.

One defining feature of the Intrepid is its exceptional speed. Designed with variable-geometry warp nacelles and an advanced warp drive, the class was the fastest Starfleet vessel at the time of its introduction. This made Intrepid-class ships ideal for frontier exploration, rapid-response scientific missions, and operating in regions where disengagement and evasion were preferable to confrontation.

Diplomacy is a secondary but important role for the class. Intrepid-class ships are frequently involved in first-contact situations and limited diplomatic engagements. Their relatively small size limits their ability to host large delegations, placing greater responsibility on the captain and senior staff to manage negotiations without extensive diplomatic support.

Crew life aboard an Intrepid-class ship is comfortable but close-knit. With fewer than two hundred personnel aboard, crews tend to form strong interpersonal bonds over long missions. Accommodations are compact but modern, with extensive use of holodecks to compensate for limited recreational space. These ships are considered desirable postings, and command of an Intrepid-class vessel is often viewed as a mark of distinction.By the early 25th century, the Intrepid-class remains in service but is no longer in production. While still effective, it is gradually being overshadowed by newer science vessels derived from its design. Even so, the Intrepid-class is remembered as one of Starfleet’s most influential and proven exploration platforms.

TACTICAL:Although not intended as combat vessels, Intrepid-class ships are well-armed for their size and possess excellent defensive coverage. Their phaser arrays provide near-complete firing arcs, and they carry both photon and quantum torpedoes. In combat situations, speed is their primary defense, allowing them to disengage from superior opponents. They are capable of holding their own in limited engagements but are not suited for sustained fleet combat.",,,,,,,
fed_galaxy_saucer,SHIP,"One half of a whole, the Galaxy class Saucer Section is not truly a starship in its own right, but a survival and command module designed to function independently when separated from the stardrive. It houses the majority of the Galaxy?class crew, civilians, and support facilities, and is best understood not as a fleet vessel, but as a mobile lifeboat on a massive scale.

Despite this designation, the saucer is far from defenseless. The majority of the Galaxy?class’s phaser coverage is mounted directly on the saucer, arranged in long, powerful arrays that provide wide forward and lateral firing arcs. Though it lacks torpedo launchers entirely, the concentration of phaser firepower makes the saucer section unexpectedly lethal. When operating alongside a separated stardrive, an opposing force is effectively facing two heavy cruisers working in coordination rather than a single divided ship.

There are, however, strict limitations. The saucer has no independent warp capability and operates solely on impulse power and maneuvering thrusters. It can remain within a warp field generated by another vessel, but cannot initiate or sustain warp on its own. As a result, the saucer is not intended to operate independently for extended periods and is doctrinally restricted from solo deployments.

By design, the Galaxy class saucer is treated as a protected civilian and evacuation asset rather than a combat ship. Its role is to remove non?essential personnel from danger, maintain life support, and defend itself long enough for rescue or reattachment. In this role, it shares philosophical similarities with the Nebula?class: heavy phaser coverage, strong shielding, large internal volume, and mission endurance at impulse rather than warp.

TACTICAL: While not intended for frontline combat, the Galaxy?class saucer is a formidable defensive platform. Its phaser arrays allow it to repel attackers, screen civilians, and support fleet actions when operating in conjunction with other vessels. Alone, it is dangerous but vulnerable; paired with its stardrive, it becomes part of a coordinated two?body warship system unmatched by any other Starfleet design of its era.",,,,,,,
fed_galaxy_stardrive,SHIP,"The Galaxy class Stardrive Section is the true heart of the starship’s combat and propulsion capabilities. Designed to operate independently when separated from the saucer, this section houses the warp core, warp nacelles, main deflector, torpedo launchers, and the majority of the Galaxy?class’s heavy systems. When detached, it transitions from an exploratory platform into what Starfleet doctrine explicitly considers a battle section.

Once relieved of the saucer’s mass and civilian population, the stardrive becomes a far more agile and focused combat vessel. It retains full warp capability, advanced maneuvering thrusters, and its own command facilities, including a dedicated battle bridge, computer core, medical spaces, and crew accommodations. Unlike the saucer, the stardrive is intended to operate independently for extended periods and is fully capable of warp travel, pursuit, and sustained combat operations.

The stardrive section carries the Galaxy class’s torpedo armament and a significant portion of its phaser coverage. Combined with its main navigational deflector and warp power reserves, this allows it to function as a heavy cruiser in its own right. In separation scenarios, Starfleet doctrine envisions the saucer withdrawing to safety while the stardrive engages the threat directly, ensuring that non?essential personnel are removed from harm.

TACTICAL: The Galaxy class stardrive is a formidable combat platform. With full warp capability, heavy shielding, large phaser arrays, and torpedo launchers, it is capable of standing toe?to?toe with capital ships of its era. When operating alongside its separated saucer, the stardrive enables multi?vector engagements that force opponents to divide their attention, effectively turning a single Galaxy?class starship into two coordinated heavy cruisers.",,,,,,,
fed_akira,SHIP,"Upon first sight, the Akira-class is immediately distinctive, drawing clear inspiration from the NX?class lineage of Captain Archer’s era. Developed in the aftermath of the Borg attack at Wolf 359, the Akira is a heavy cruiser built first and foremost for defense. While it possesses exploratory capability, it was never intended to be a primary exploration platform and instead emphasizes combat readiness and fleet protection.

Often classified as an attack cruiser or torpedo cruiser, the Akira mounts an exceptional torpedo armament unmatched by any other Federation ship of its era. Its hull is designed around redundancy and coverage, allowing sustained torpedo fire from multiple vectors while maneuvering. In addition, the class features extensive hangar facilities capable of supporting fighters, shuttles, and runabouts, allowing it to operate as a light carrier or force-multiplier during fleet actions.

In non-combat roles, the Akira’s large hangars and magazines can be repurposed for exploration support. Fighters, scouts, and runabouts extend its survey reach, while torpedo launchers may be configured to deploy probes instead of weapons. Though not a true science vessel, the Akira can perform wide-area system surveys at a level comparable to, or exceeding, smaller survey ships such as the Nova when properly outfitted.

TACTICAL: The Akira-class is one of the most heavily armed cruisers Starfleet has ever fielded. It carries more torpedo launchers and ordnance than any contemporary Federation design, backed by solid Type?X phaser coverage. Despite its size, the ship is fast and highly maneuverable, making it effective both as a frontline combatant and as a carrier platform. Designed to counter raiders, capital ships, and massed threats, the Akira remains a cornerstone of Starfleet’s defensive doctrine.",,,,,,,
fed_nebula_NX,SHIP,"The Nebula class NX Variant is the vessel that started it all. When viewing its hull and silhouette, the shared design language with the Galaxy class is immediately apparent, reflecting the same 24th century design ethos that emphasized versatility, scale, and long term fleet utility. Unlike later Nebula variants, the NX configuration lacks the prominent dorsal mission pod, presenting a cleaner and more streamlined profile that closely mirrors Starfleet’s original intent for the class.

Despite the absence of a specialized pod, the NX Variant remains fully competitive with its successors. Rather than relying on external modular systems, this configuration emphasizes internal flexibility, with large mission configurable spaces built directly into the hull. As a result, the NX Variant functions as a true generalist cruiser, capable of exploration, survey work, diplomacy, and fleet support without being tied to a single specialization.

In service, the Nebula NX Variant often serves as a multi?role workhorse. It is commonly assigned charting missions, extended surveys, second contact operations, and support duties near Federation borders. While it lacks the extreme sensor reach of the sensor variant or the enhanced firepower of tactical configurations, it compensates with balance and reliability, making it an ideal platform for sustained operations where adaptability is more valuable than peak specialization.

TACTICAL:The Nebula class NX Variant is a solid and dependable combatant, equipped with heavy shielding, large Type X phaser arrays, and forward and aft torpedo coverage. While not intended as a dedicated warship, it can hold its own against comparable cruisers and perform effectively in fleet actions. Captains are trained to leverage disciplined maneuvering and strong forward engagements, allowing the NX Variant to serve confidently as both a defensive cruiser and command?support vessel.",,,,,,,
fed_nebula,SHIP,"At a glance, the Nebula class presents itself as a familiar yet unconventional Starfleet design—clearly descended from the Galaxy class, but compacted into a more utilitarian form. Conceived as a multi-mission cruiser rather than a pure explorer, the Nebula was built to shoulder a wide range of responsibilities across Federation space, combining strong scientific capability with credible defensive power.

Unlike vessels built for a single role, the standard Nebula configuration emphasizes balance. It carries a large science department, extensive lab space, and robust sensor coverage without committing fully to deep range exploration. This makes the class particularly well-suited to charting missions, system surveys, second contact assignments, and long-term scientific operations conducted near established supply lines. While it lacks the extreme endurance of the Galaxy, it compensates with flexibility and efficiency.

The defining feature of the Nebula class is its modular design philosophy. Even without a specialized pod installed, the ship retains substantial internal mission configurable volume, allowing captains to tailor their vessel to evolving operational needs. This adaptability has made the Nebula a favored choice for mixed scientific, diplomatic, and patrol assignments, especially during periods when Starfleet requires capable ships that can pivot roles quickly.

TACTICAL: In its standard configuration, the Nebula class is a solid and dependable combatant. Heavy shielding, large Type X phaser arrays, and forward and aft torpedo coverage allow it to hold its own against threats of comparable size. While it lacks the overall arc firepower of the Galaxy, Nebula captains are trained to leverage strong forward engagements and disciplined maneuvering. As a result, the class performs best as a fleet cruiser, command ship, or show of force platform rather than a dedicated brawler.",,,,,,,
fed_nebula_sensor,SHIP,"Upon first sight, the Nebula class Sensor Variant presents a familiar silhouette closely related to the Galaxy class, distinguished by its prominent dorsal sensor pod. Developed alongside the Galaxy as part of Starfleet’s Fleet Modernization Program, the Nebula was designed as a highly versatile exploratory cruiser capable of fulfilling multiple mission profiles. In the sensor configuration, the class prioritizes intelligence gathering, reconnaissance, and deep range scanning over raw endurance or combat specialization.

The sensor pod transforms the Nebula into one of the most capable scanning platforms ever fielded by Starfleet. Extensive lateral sensor arrays combined with the modular pod allow the ship to conduct wide area system surveys, long-range reconnaissance, and detailed anomaly analysis far beyond the reach of most cruisers. This makes the Nebula Sensor Variant a preferred platform for border monitoring, search?and?rescue coordination, and advance survey missions ahead of larger fleet movements.

While not a true long range explorer, the Nebula Sensor Variant bridges the gap between heavy explorers and dedicated science vessels. Its large science department, extensive mission?configurable internal volume, and strong computing capacity allow it to rival starbases in data collection and analysis. However, its reduced fuel capacity compared to the Galaxy limits independent deployments to shorter durations, making it better suited to sustained operations near Federation space or with periodic support.

TACTICAL:Though not optimized for combat, the Nebula?class Sensor Variant remains a formidable cruiser. It mounts heavy shielding, large Type X phaser arrays, and standard forward and aft torpedo launchers. In combat situations, the sensor pod provides significant ECM and targeting support to allied vessels, making the ship an effective command and control and force multiplication asset rather than a frontline brawler.",,,,,,,
fed_nebula_warp,SHIP,"Upon first sight, the Nebula class Warp Variant is immediately recognizable by its distinctive dorsal propulsion module, replacing the more common sensor or tactical pods. Developed alongside the Galaxy class as a flexible multi-mission cruiser, this variant emphasizes speed, transit efficiency, and strategic mobility rather than pure exploration or combat specialization.

The warp pod significantly enhances the Nebula’s propulsion capabilities, improving sustained high warp travel and reducing engine stress during long transits. This configuration makes the ship particularly well-suited for rapid redeployment, long-distance courier work, and missions requiring frequent movement between widely separated operational zones. As a result, Warp Variant Nebulas are often assigned to sector command support, rapid-response task groups, or fleet coordination roles.

While the warp configuration reduces available space for mission?specific sensors or weapons, the Nebula remains a highly capable exploratory cruiser. Its large internal science department, extensive lab space, and strong baseline sensor suite allow it to conduct general scientific surveys and follow-up exploration missions efficiently. The class trades peak specialization for flexibility and endurance in motion, making it a dependable long-range generalist.

TACTICAL: In combat, the Nebula class Warp Variant relies on strong shielding, standard Type X phaser arrays, and forward and aft torpedo coverage rather than overwhelming firepower. Its primary advantage lies in speed and positioning, allowing it to disengage, reposition, or reinforce allied vessels quickly. While not intended as a frontline combatant, the Warp Variant excels in fleet support, pursuit, and rapid withdrawal operations.",,,,,,,
,,,,,,,,,
#Hull id - CAPITAL SHIP,#type,#text1,,,,,,,
fed_ambassador,SHIP,"Upon first sight, the Ambassador class immediately conveys scale and authority. Designed to bridge the gap between the Excelsior and the later Galaxy class, it represents Starfleet’s first true attempt at a large, long range capital ship built as much for diplomacy and presence as for exploration and combat. In her era, the Ambassador was intended to redefine what an exploration vessel could be, both technologically and symbolically.

Originally fielded as Starfleet’s premier explorer, the Ambassador was designed to conduct extended missions well beyond Federation space without support. As newer and larger explorers entered service, the class gradually shifted inward, finding a long second life as a diplomatic, scientific, and multirole capital ship operating closer to Federation borders. This evolution eventually formalized her modern role as an emissary vessel—focused on diplomacy, humanitarian aid, and strategic engagement rather than frontier exploration.

The Ambassador class remains one of Starfleet’s most capable diplomatic platforms. Extensive guest accommodations, configurable environmental systems, and large conference facilities allow her to host complex, multi-party negotiations in comfort. Even decades after her launch, she remains a powerful symbol of the Federation’s reach, able to enter unstable or hostile regions without the need for an escort. In the modern era, many ships of this class have been refreshed internally, blending classic grandeur with updated communications and holographic systems.

While no longer considered a cutting edge explorer, the Ambassador retains strong scientific capabilities. Large sensor arrays, numerous laboratories, and substantial mission configurable internal volume allow her to support research, analysis, and humanitarian coordination alongside diplomatic duties. These ships often operate as mobile command platforms, coordinating relief efforts or scientific initiatives rather than conducting raw data collection themselves.

TACTICAL:The Ambassador class is a capable and resilient combatant. Heavy shielding, large Type?X phaser arrays, and forward and aft torpedo coverage allow her to engage cruiser?class threats effectively. Though slower and less agile than newer designs, she proved durable in mid?24th century conflicts and remains a credible deterrent. In modern service, her firepower is retained primarily for self?defense, allowing newer ships to focus on frontline combat roles.",,,,,,,
fed_ambassador_refit,SHIP,"The Ambassador class Refit represents Starfleet’s first serious attempt to extend the operational relevance of the class in the decades following the launch of the Galaxy class. Rather than a complete redesign, this refit focused on strengthening the ship’s core systems while preserving the original spaceframe and mission philosophy. The result was a vessel that retained the presence and authority of the Ambassador while bringing its performance closer to late 24th century standards.

Refitted Ambassador class ships received upgraded power distribution systems, improved sensors, and modernized phaser arrays, significantly increasing combat endurance and reliability. Internally, scientific and diplomatic spaces were refreshed, allowing the ship to continue serving in exploratory and envoy roles even as newer classes entered service. These upgrades allowed the Ambassador Refit to remain viable during the turbulent mid-to-late 24th century, including service during the Dominion War.

TACTICAL: The Ambassador class Refit is a steady and resilient cruiser. Improved phaser output and more reliable torpedo systems allow it to engage contemporary threats effectively, though it remains less agile than newer designs. In fleet actions, refitted Ambassadors typically serve as line cruisers or command support vessels rather than frontline attackers.",,,,,,,
fed_ambassador_retrofit,SHIP,"The Ambassador class Retrofit is a far more extensive modernization, undertaken to fully reintegrate surviving hulls into active Starfleet service well into the 25th century. This program focused on replacing outdated systems wholesale rather than incrementally upgrading them, effectively rebuilding the ship’s internal architecture while keeping the iconic hull intact. In Starfleet terms, this marked the Ambassador’s transition from an aging capital ship into a modern support cruiser.

Retrofit vessels feature fully updated computer cores, modernized command-and-control systems, and significantly enhanced power management, allowing them to support newer defensive technologies and improved fleet coordination. These ships are often optimized for support, logistics, and coordination roles, acting as durable anchors for task groups rather than independent explorers.

TACTICAL: The Ambassador class Retrofit emphasizes survivability and fleet support over raw firepower. While still armed comparably to cruiser class contemporaries, its strength lies in defensive endurance, subsystem support, and command presence. In modern deployments, retrofit Ambassadors are frequently used to stabilize engagements, protect allied vessels, and maintain operational cohesion in prolonged conflicts.",,,,,,,
fed_Galaxy,SHIP,"The Galaxy class represents the pinnacle of Starfleet’s 24th century design philosophy: a true exploration cruiser built on a capital?ship scale. Conceived as the successor to the Ambassador class, the Galaxy was intended to serve as a self?contained Federation presence, capable of operating for years beyond established borders while carrying the full weight of Starfleet’s scientific, diplomatic, and defensive authority.

Designed from the outset as a long duration explorer, the Galaxy class combines unprecedented internal volume with advanced propulsion, computing, and sensor systems. Its ability to sustain independent operations for extended periods—often without resupply—allows it to conduct wide?area surveys, multi-disciplinary research, and prolonged first contact missions that would overwhelm smaller vessels. Few ships in any known fleet can match the Galaxy’s raw survey throughput or mission endurance.

The class is equally notable for the scale of its scientific infrastructure. Rather than being optimized around a single specialty, Galaxy class ships support dozens of concurrent research projects across hundreds of laboratories, many of which evolve over the lifetime of the vessel. As a result, no two Galaxy class ships are truly identical; each develops a distinct research profile shaped by its crew, mission history, and accumulated expertise. In this respect, the Galaxy is as much a moving institution as it is a starship.

Diplomacy is a core function of the class. Extensive guest accommodations, configurable environmental systems, and large conference and recreational facilities allow the Galaxy to host complex negotiations in comfort and security. Its sheer presence carries diplomatic weight, signaling both respect and resolve. Galaxy class commands are typically reserved for senior captains trusted not only with a powerful ship, but with representing the Federation itself in volatile regions.

Structurally, the Galaxy follows the classic saucer and stardrive configuration, refined to an unprecedented degree. Its ability to separate and later recombine its primary and secondary hulls allows it to function as two independent vessels, enabling evacuation of non?combatants or multi?vector operations. This capability, combined with redundant systems in both sections, makes the Galaxy one of the most survivable designs Starfleet has ever fielded.

TACTICAL: Although not designed as a warship, the Galaxy class is a formidable capital combatant. Heavy shielding, full Type X phaser coverage, and high capacity torpedo systems allow it to engage cruiser and battleship class threats effectively. Its massive power generation supports sustained combat operations, and when operating in separated flight mode, a Galaxy class can force adversaries to contend with two coordinated heavy platforms. While later classes refined and specialized these capabilities, the Galaxy remains one of the most balanced and resilient ships ever placed into Starfleet service.",,,,,,,
fed_sovereign,SHIP,"The Sovereign class was conceived as Starfleet’s answer to the strategic realities of the late 24th century: a capital ship capable of deep space exploration while also standing toe-to-toe with the most dangerous threats the Federation had ever faced. Developed in the wake of the Borg incursions, the class represents a deliberate shift away from the expansive, civilization?in?space philosophy of the Galaxy?class toward a more compact, tactically assertive exploration cruiser.

Originally intended to succeed the Galaxy as Starfleet’s premier explorer, the Sovereign instead evolved into a highly versatile battlecruiser with strong exploratory credentials. While it lacks the immense internal volume and specialization depth of earlier large explorers, it compensates with advanced sensors, high performance propulsion, and a generalist scientific suite capable of supporting a wide range of survey and research missions alongside its primary operational duties.

Scientifically, the Sovereign is best described as a capable generalist. Its laboratories are fewer and more compact than those aboard Galaxy class vessels, but they are well-equipped across all major disciplines and benefit from modern sensor integration and probe deployment systems. The class’s sensor arrays are among the most sophisticated of their era, able to penetrate dense nebulae, conduct high?resolution planetary scans, and challenge many cloaking technologies. Sovereign class ships routinely complete secondary and tertiary scientific objectives while deployed on patrol, diplomatic, or security missions.

Diplomatically, the Sovereign class occupies a complicated space. Its facilities are well-appointed and comfortable, with dedicated VIP quarters, conference spaces, and recreational amenities suitable for extended diplomatic engagements. Many ships of the class serve as flagships for admirals or sector commands. However, the ship’s reputation as a combat?optimized platform means its presence can carry an implicit sense of threat, particularly in sensitive negotiations. As a result, Sovereigns are most often employed as diplomatic escorts, high security envoys, or symbols of Federation resolve rather than neutral first?contact platforms.

From an engineering standpoint, the Sovereign class is a demanding but highly resilient design. Early in its service life it required large engineering complements and frequent maintenance, but decades of incremental refinement have reduced crew requirements and improved reliability. Its warp systems rival those of smaller high speed vessels, while its impulse engines grant it remarkable agility for a ship of its mass, allowing it to maneuver aggressively in combat situations. The class is known for its ability to survive catastrophic damage and still return under its own power—an attribute proven repeatedly in frontline service.

While the Sovereign is capable of saucer separation, the maneuver is rarely employed due to the severe operational limitations imposed on both sections. Instead, the class relies on its integrated resilience, firepower, and command and control systems to dominate engagements without resorting to separation.

In service, Sovereign class starships have become the backbone of Starfleet’s modern fleets. Though no longer the most advanced design in production, they remain prized commands—trusted to operate independently in dangerous regions, lead battlegroups, transport senior leadership, and project Federation power across contested space. Their blend of exploration capability and overwhelming combat strength ensures that the Sovereign?class will remain a central pillar of Starfleet operations well into the 25th century.

TACTICAL: The Sovereign class is one of the most heavily armed non?dreadnought starships ever fielded by Starfleet. Type XII phaser arrays provide full coverage, while its torpedo armament—particularly the forward rapid fire quantum turret—gives it exceptional offensive capability. Concentrated forward fire can overwhelm cruiser and battleship class opponents alike, and few vessels of comparable size can endure sustained engagement with a Sovereign. Combined with regenerative shielding and ablative armor, this makes the class a formidable battlecruiser and a natural anchor for fleet actions.
",,,,,,,
,,,,,,,,,
#Hull id - HERO SHIP,#type,#text1,,,,,,,
fed_defiant_ussDefiant,SHIP,"The Defiant class escort was born out of stark necessity—developed in direct response to the Borg incursions of the 2360s and the devastating loss of thirty-nine starships at the Battle of Wolf 359. Representing a radical departure from Starfleet’s traditional ""civilization in space"" design philosophy, the vessel was engineered from the keel up with combat as its primary function. Compact, heavily armored, and aggressively over-gunned, the prototype USS Defiant (NX-74205) was pulled from storage and stationed at Deep Space Nine under Commander Benjamin Sisko, transforming an abandoned project into the Federation's premier tactical spearhead.

Utilitarian to its core, the Defiant discarded sprawling scientific laboratories and diplomatic suites in favor of oversized impulse engines, an overpowered warp core, and spartan crew accommodations. Outfitted with a unique Romulan cloaking device under a special diplomatic treaty, the hero ship served as Starfleet's primary reconnaissance and strike platform in the Gamma Quadrant. Throughout the Dominion War, the Defiant stood on the frontlines of the quadrant's deadliest battles—leading fleet engagements, conducting high-risk covert operations, and defending strategic installations against Jem'Hadar and Breen task forces.

Life aboard the vessel is functional and close-knit, replacing physical comfort with operational efficiency and raw performance. While limited in deep-space survey capacity, the class carries a surprisingly capable threat-assessment sensor array, making it an ideal high-speed courier for volatile border regions where security far outweighs diplomatic luxury. In exchange for compact quarters and minimal amenities, crews develop exceptional cohesion, operating a vessel engineered to endure catastrophic structural stress and keep fighting.

Tactically, the Defiant class delivers firepower drastically disproportionate to its physical footprint. Armed with forward-mounted pulse phaser cannons capable of melting capital-tier shielding, rapid-fire quantum torpedo turrets, and dense ablative hull plating, it functions as a lethal strike cruiser or heavy escort. Designed to disengage rapidly, punch through enemy battle lines, and execute devastating hit-and-run attacks, the Defiant remains the most aggressively combat-oriented platform ever fielded in Starfleet history.",,,,,,,
